month,cohort_day,day_n,target_day,cohort_user_count,retained_user_count,retention_rate
11월,12,10,22,123712,5330,4.31
11월,12,11,23,123712,4570,3.69
11월,12,12,24,123712,4620,3.73
11월,12,13,25,123712,5157,4.17
11월,12,14,26,123712,5231,4.23
11월,12,15,27,123712,5215,4.22
11월,12,16,28,123712,5089,4.11
11월,12,17,29,123712,5614,4.54
11월,12,18,30,123712,4500,3.64
11월,13,0,13,118886,118886,100.0
11월,13,1,14,118886,13499,11.35
11월,13,2,15,118886,10722,9.02
11월,13,3,16,118886,11881,9.99
11월,13,4,17,118886,11096,9.33
11월,13,5,18,118886,7439,6.26
11월,13,6,19,118886,6319,5.32
11월,13,7,20,118886,5897,4.96
11월,13,8,21,118886,5465,4.6
11월,13,9,22,118886,4832,4.06
11월,13,10,23,118886,4366,3.67
11월,13,11,24,118886,4175,3.51
11월,13,12,25,118886,4731,3.98
11월,13,13,26,118886,4835,4.07
11월,13,14,27,118886,4934,4.15
11월,13,15,28,118886,4752,4.0
11월,13,16,29,118886,5117,4.3
11월,13,17,30,118886,4194,3.53
11월,14,0,14,110289,110289,100.0
11월,14,1,15,110289,16983,15.4
11월,14,2,16,110289,15511,14.06
11월,14,3,17,110289,13561,12.3
11월,14,4,18,110289,8018,7.27
11월,14,5,19,110289,6298,5.71
11월,14,6,20,110289,5819,5.28
11월,14,7,21,110289,5293,4.8
11월,14,8,22,110289,4964,4.5
11월,14,9,23,110289,4278,3.88
11월,14,10,24,110289,4160,3.77
11월,14,11,25,110289,4548,4.12
11월,14,12,26,110289,4791,4.34
11월,14,13,27,110289,4858,4.4
11월,14,14,28,110289,4681,4.24
11월,14,15,29,110289,5295,4.8
11월,14,16,30,110289,4322,3.92
11월,15,0,15,114987,114987,100.0
11월,15,1,16,114987,32995,28.69
11월,15,2,17,114987,25321,22.02
11월,15,3,18,114987,11594,10.08
11월,15,4,19,114987,8351,7.26
11월,15,5,20,114987,7162,6.23
11월,15,6,21,114987,6524,5.67
11월,15,7,22,114987,6171,5.37
11월,15,8,23,114987,5628,4.89
11월,15,9,24,114987,5349,4.65
11월,15,10,25,114987,5399,4.7
11월,15,11,26,114987,5940,5.17
11월,15,12,27,114987,5973,5.19
11월,15,13,28,114987,5702,4.96
11월,15,14,29,114987,6820,5.93
11월,15,15,30,114987,5661,4.92
11월,16,0,16,148523,148523,100.0
11월,16,1,17,148523,37312,25.12
11월,16,2,18,148523,14747,9.93
11월,16,3,19,148523,10190,6.86
11월,16,4,20,148523,8848,5.96
11월,16,5,21,148523,8140,5.48
11월,16,6,22,148523,7587,5.11
11월,16,7,23,148523,7372,4.96
11월,16,8,24,148523,6929,4.67
11월,16,9,25,148523,6866,4.62
11월,16,10,26,148523,7282,4.9
11월,16,11,27,148523,7491,5.04
11월,16,12,28,148523,7298,4.91
11월,16,13,29,148523,8316,5.6
11월,16,14,30,148523,7561,5.09
11월,17,0,17,135495,135495,100.0
11월,17,1,18,135495,15668,11.56
11월,17,2,19,135495,9665,7.13
11월,17,3,20,135495,7989,5.9
11월,17,4,21,135495,7349,5.42
11월,17,5,22,135495,6839,5.05
11월,17,6,23,135495,6370,4.7
11월,17,7,24,135495,6297,4.65
11월,17,8,25,135495,6025,4.45
11월,17,9,26,135495,6388,4.71
11월,17,10,27,135495,6438,4.75
11월,17,11,28,135495,6227,4.6
11월,17,12,29,135495,6979,5.15
11월,17,13,30,135495,6491,4.79
11월,18,0,18,102947,102947,100.0
11월,18,1,19,102947,10804,10.49
11월,18,2,20,102947,7599,7.38
11월,18,3,21,102947,6377,6.19
11월,18,4,22,102947,5494,5.34
11월,18,5,23,102947,4721,4.59
11월,18,6,24,102947,4304,4.18
11월,18,7,25,102947,4856,4.72
11월,18,8,26,102947,4432,4.31
11월,18,9,27,102947,4199,4.08
11월,18,10,28,102947,4163,4.04
11월,18,11,29,102947,4561,4.43
11월,18,12,30,102947,3681,3.58
11월,19,0,19,108079,108079,100.0
11월,19,1,20,108079,11299,10.45
11월,19,2,21,108079,7677,7.1
11월,19,3,22,108079,5770,5.34
11월,19,4,23,108079,4990,4.62
11월,19,5,24,108079,4508,4.17
11월,19,6,25,108079,4993,4.62
11월,19,7,26,108079,4119,3.81
11월,19,8,27,108079,3942,3.65
11월,19,9,28,108079,3766,3.48
11월,19,10,29,108079,4241,3.92
11월,19,11,30,108079,3381,3.13
11월,20,0,20,114966,114966,100.0
11월,20,1,21,114966,12098,10.52
11월,20,2,22,114966,7243,6.3
11월,20,3,23,114966,6024,5.24
11월,20,4,24,114966,5123,4.46
11월,20,5,25,114966,5348,4.65
11월,20,6,26,114966,4207,3.66
11월,20,7,27,114966,3954,3.44
11월,20,8,28,114966,3844,3.34
11월,20,9,29,114966,4105,3.57
11월,20,10,30,114966,3344,2.91
11월,21,0,21,112128,112128,100.0
11월,21,1,22,112128,10151,9.05
11월,21,2,23,112128,6762,6.03
11월,21,3,24,112128,5264,4.69
11월,21,4,25,112128,5497,4.9
11월,21,5,26,112128,4234,3.78
11월,21,6,27,112128,3961,3.53
11월,21,7,28,112128,3736,3.33
11월,21,8,29,112128,4100,3.66
11월,21,9,30,112128,3253,2.9
11월,22,0,22,80770,80770,100.0
11월,22,1,23,80770,7126,8.82
11월,22,2,24,80770,4767,5.9
11월,22,3,25,80770,4686,5.8
11월,22,4,26,80770,3853,4.77
11월,22,5,27,80770,3532,4.37
11월,22,6,28,80770,3419,4.23
11월,22,7,29,80770,3698,4.58
11월,22,8,30,80770,2967,3.67
11월,23,0,23,87849,87849,100.0
11월,23,1,24,87849,7877,8.97
11월,23,2,25,87849,5436,6.19
11월,23,3,26,87849,3805,4.33
11월,23,4,27,87849,3404,3.87
11월,23,5,28,87849,3227,3.67
11월,23,6,29,87849,3522,4.01
11월,23,7,30,87849,3314,3.77
11월,24,0,24,78857,78857,100.0
11월,24,1,25,78857,7000,8.88
11월,24,2,26,78857,4346,5.51
11월,24,3,27,78857,3647,4.62
11월,24,4,28,78857,3337,4.23
11월,24,5,29,78857,3560,4.51
11월,24,6,30,78857,3259,4.13
11월,25,0,25,86033,86033,100.0
11월,25,1,26,86033,7325,8.51
11월,25,2,27,86033,4876,5.67
11월,25,3,28,86033,4253,4.94
11월,25,4,29,86033,4226,4.91
11월,25,5,30,86033,3306,3.84
11월,26,0,26,74486,74486,100.0
11월,26,1,27,74486,6566,8.82
11월,26,2,28,74486,4672,6.27
11월,26,3,29,74486,4335,5.82
11월,26,4,30,74486,3354,4.5
11월,27,0,27,75452,75452,100.0
11월,27,1,28,75452,6726,8.91
11월,27,2,29,75452,5164,6.84
11월,27,3,30,75452,3788,5.02
11월,28,0,28,74057,74057,100.0
11월,28,1,29,74057,7436,10.04
11월,28,2,30,74057,4357,5.88
11월,29,0,29,81910,81910,100.0
11월,29,1,30,81910,7095,8.66
11월,30,0,30,73124,73124,100.0
