month,first_purchase_day,day_n,target_day,cohort_user_count,retained_user_count,retention_rate
11월,18,5,23,11378,1055,9.27
11월,18,6,24,11378,1035,9.1
11월,18,7,25,11378,1079,9.48
11월,18,8,26,11378,1109,9.75
11월,18,9,27,11378,1043,9.17
11월,18,10,28,11378,1003,8.82
11월,18,11,29,11378,1107,9.73
11월,18,12,30,11378,856,7.52
11월,19,0,19,9894,9894,100.0
11월,19,1,20,9894,2109,21.32
11월,19,2,21,9894,1486,15.02
11월,19,3,22,9894,1234,12.47
11월,19,4,23,9894,1031,10.42
11월,19,5,24,9894,990,10.01
11월,19,6,25,9894,1027,10.38
11월,19,7,26,9894,1032,10.43
11월,19,8,27,9894,1018,10.29
11월,19,9,28,9894,912,9.22
11월,19,10,29,9894,948,9.58
11월,19,11,30,9894,818,8.27
11월,20,0,20,9889,9889,100.0
11월,20,1,21,9889,2228,22.53
11월,20,2,22,9889,1478,14.95
11월,20,3,23,9889,1210,12.24
11월,20,4,24,9889,1076,10.88
11월,20,5,25,9889,1094,11.06
11월,20,6,26,9889,1039,10.51
11월,20,7,27,9889,978,9.89
11월,20,8,28,9889,955,9.66
11월,20,9,29,9889,978,9.89
11월,20,10,30,9889,820,8.29
11월,21,0,21,10141,10141,100.0
11월,21,1,22,10141,2169,21.39
11월,21,2,23,10141,1338,13.19
11월,21,3,24,10141,1115,10.99
11월,21,4,25,10141,1182,11.66
11월,21,5,26,10141,1065,10.5
11월,21,6,27,10141,1007,9.93
11월,21,7,28,10141,1001,9.87
11월,21,8,29,10141,1019,10.05
11월,21,9,30,10141,837,8.25
11월,22,0,22,9475,9475,100.0
11월,22,1,23,9475,1986,20.96
11월,22,2,24,9475,1291,13.63
11월,22,3,25,9475,1290,13.61
11월,22,4,26,9475,1115,11.77
11월,22,5,27,9475,1031,10.88
11월,22,6,28,9475,986,10.41
11월,22,7,29,9475,1043,11.01
11월,22,8,30,9475,887,9.36
11월,23,0,23,8501,8501,100.0
11월,23,1,24,8501,1757,20.67
11월,23,2,25,8501,1318,15.5
11월,23,3,26,8501,1027,12.08
11월,23,4,27,8501,996,11.72
11월,23,5,28,8501,883,10.39
11월,23,6,29,8501,988,11.62
11월,23,7,30,8501,867,10.2
11월,24,0,24,8986,8986,100.0
11월,24,1,25,8986,1919,21.36
11월,24,2,26,8986,1262,14.04
11월,24,3,27,8986,1125,12.52
11월,24,4,28,8986,987,10.98
11월,24,5,29,8986,1042,11.6
11월,24,6,30,8986,926,10.3
11월,25,0,25,9452,9452,100.0
11월,25,1,26,9452,2097,22.19
11월,25,2,27,9452,1420,15.02
11월,25,3,28,9452,1213,12.83
11월,25,4,29,9452,1194,12.63
11월,25,5,30,9452,959,10.15
11월,26,0,26,9082,9082,100.0
11월,26,1,27,9082,2084,22.95
11월,26,2,28,9082,1373,15.12
11월,26,3,29,9082,1319,14.52
11월,26,4,30,9082,1059,11.66
11월,27,0,27,8959,8959,100.0
11월,27,1,28,8959,2026,22.61
11월,27,2,29,8959,1532,17.1
11월,27,3,30,8959,1168,13.04
11월,28,0,28,8870,8870,100.0
11월,28,1,29,8870,2141,24.14
11월,28,2,30,8870,1318,14.86
11월,29,0,29,12529,12529,100.0
11월,29,1,30,12529,3018,24.09
11월,30,0,30,10805,10805,100.0
